district_code,province_vi,province_en,district_equiv_vi,district_vi,district_en,total,total_male,total_female,total_urban,total_urban_male,total_urban_female,total_rural,total_rural_male,total_rural_female
028,Hà Giang,Ha Giang,Huyện,Yên Minh,Yen Minh,97553,49440,48113,8129,4037,4092,89424,45403,44021
029,Hà Giang,Ha Giang,Huyện,Quản Bạ,Quan Ba,53476,27142,26334,6753,3342,3411,46723,23800,22923
030,Hà Giang,Ha Giang,Huyện,Vị Xuyên,Vi Xuyen,110465,55783,54682,14949,7316,7633,95516,48467,47049
031,Hà Giang,Ha Giang,Huyện,Bắc Mê,Bac Me,54592,27836,26756,7793,3967,3826,46799,23869,22930
032,Hà Giang,Ha Giang,Huyện,Hoàng Su Phì,Hoang Su Phi,66683,33839,32844,5144,2544,2600,61539,31295,30244
033,Hà Giang,Ha Giang,Huyện,Xín Mần,Xin Man,67999,34487,33512,5605,2857,2748,62394,31630,30764
034,Hà Giang,Ha Giang,Huyện,Bắc Quang,Bac Quang,118690,59854,58836,19385,9446,9939,99305,50408,48897
035,Hà Giang,Ha Giang,Huyện,Quang Bình,Quang Binh,61711,31340,30371,7278,3706,3572,54433,27634,26799
347,Hà Nam,Ha Nam,Thành phố,Phủ Lý,Phu Ly,158212,78014,80198,95907,47329,48578,62305,30685,31620
349,Hà Nam,Ha Nam,Huyện,Duy Tiên,Duy Tien,137150,67975,69175,12889,6362,6527,124261,61613,62648
350,Hà Nam,Ha Nam,Huyện,Kim Bảng,Kim Bang,125634,62309,63325,10997,5546,5451,114637,56763,57874
351,Hà Nam,Ha Nam,Huyện,Thanh Liêm,Thanh Liem,118569,58156,60413,10524,5135,5389,108045,53021,55024
352,Hà Nam,Ha Nam,Huyện,Bình Lục,Binh Luc,133046,65251,67795,6421,3222,3199,126625,62029,64596
353,Hà Nam,Ha Nam,Huyện,Lý Nhân,Ly Nhan,180189,88046,92143,6050,2958,3092,174139,85088,89051
001,Hà Nội,Ha Noi,Quận,Ba Đình,Ba Dinh,221893,107074,114819,221893,107074,114819,0,0,0
002,Hà Nội,Ha Noi,Quận,Hoàn Kiếm,Hoan Kiem,135618,65268,70350,135618,65268,70350,0,0,0
003,Hà Nội,Ha Noi,Quận,Tây Hồ,Tay Ho,160495,78463,82032,160495,78463,82032,0,0,0
004,Hà Nội,Ha Noi,Quận,Long Biên,Long Bien,322549,159171,163378,322549,159171,163378,0,0,0
005,Hà Nội,Ha Noi,Quận,Cầu Giấy,Cau Giay,292536,138135,154401,292536,138135,154401,0,0,0
006,Hà Nội,Ha Noi,Quận,Đống Đa,Dong Da,371606,175619,195987,371606,175619,195987,0,0,0
007,Hà Nội,Ha Noi,Quận,Hai Bà Trưng,Hai Ba Trung,303586,147711,155875,303586,147711,155875,0,0,0
008,Hà Nội,Ha Noi,Quận,Hoàng Mai,Hoang Mai,506347,251941,254406,506347,251941,254406,0,0,0
009,Hà Nội,Ha Noi,Quận,Thanh Xuân,Thanh Xuan,293524,142986,150538,293524,142986,150538,0,0,0
016,Hà Nội,Ha Noi,Huyện,Sóc Sơn,Soc Son,343432,172281,171151,4849,2408,2441,338583,169873,168710
017,Hà Nội,Ha Noi,Huyện,Đông Anh,Dong Anh,405749,202851,202898,25274,12550,12724,380475,190301,190174
018,Hà Nội,Ha Noi,Huyện,Gia Lâm,Gia Lam,286102,141007,145095,44859,21492,23367,241243,119515,121728
019,Hà Nội,Ha Noi,Quận,Nam Từ Liêm,Nam Tu Liem,264246,132121,132125,264246,132121,132125,0,0,0
020,Hà Nội,Ha Noi,Huyện,Thanh Trì,Thanh Tri,275745,139144,136601,16762,8353,8409,258983,130791,128192
021,Hà Nội,Ha Noi,Quận,Bắc Từ Liêm,Bac Tu Liem,335110,168160,166950,335110,168160,166950,0,0,0
250,Hà Nội,Ha Noi,Huyện,Mê Linh,Me Linh,240555,120276,120279,37397,18152,19245,203158,102124,101034
268,Hà Nội,Ha Noi,Quận,Hà Đông,Ha Dong,397854,198732,199122,397854,198732,199122,0,0,0
269,Hà Nội,Ha Noi,Thị xã,Sơn Tây,Son Tay,145856,73004,72852,76956,38781,38175,68900,34223,34677
271,Hà Nội,Ha Noi,Huyện,Ba Vì,Ba Vi,290580,145529,145051,15582,7833,7749,274998,137696,137302
272,Hà Nội,Ha Noi,Huyện,Phúc Thọ,Phuc Tho,184024,91461,92563,8720,4346,4374,175304,87115,88189
273,Hà Nội,Ha Noi,Huyện,Đan Phượng,Dan Phuong,174501,87394,87107,10605,5247,5358,163896,82147,81749
274,Hà Nội,Ha Noi,Huyện,Hoài Đức,Hoai Duc,262978,132015,130963,6217,3051,3166,256761,128964,127797
275,Hà Nội,Ha Noi,Huyện,Quốc Oai,Quoc Oai,194412,96998,97414,14491,7183,7308,179921,89815,90106
276,Hà Nội,Ha Noi,Huyện,Thạch Thất,Thach That,216554,109635,106919,6552,3276,3276,210002,106359,103643
277,Hà Nội,Ha Noi,Huyện,Chương Mỹ,Chuong My,337326,169277,168049,36429,18276,18153,300897,151001,149896
278,Hà Nội,Ha Noi,Huyện,Thanh Oai,Thanh Oai,211029,106185,104844,7069,3548,3521,203960,102637,101323
279,Hà Nội,Ha Noi,Huyện,Thường Tín,Thuong Tin,254702,126872,127830,6178,3015,3163,248524,123857,124667
280,Hà Nội,Ha Noi,Huyện,Phú Xuyên,Phu Xuyen,213984,106915,107069,16651,8352,8299,197333,98563,98770
281,Hà Nội,Ha Noi,Huyện,Ứng Hòa,Ung Hoa,210869,105327,105542,14340,7102,7238,196529,98225,98304
282,Hà Nội,Ha Noi,Huyện,Mỹ Đức,My Duc,199901,100367,99534,8015,3999,4016,191886,96368,95518
436,Hà Tĩnh,Ha Tinh,Thành phố,Hà Tĩnh,Ha Tinh,104037,51062,52975,72792,35477,37315,31245,15585,15660
437,Hà Tĩnh,Ha Tinh,Thị xã,Hồng Lĩnh,Hong Linh,38411,18903,19508,34628,16972,17656,3783,1931,1852
439,Hà Tĩnh,Ha Tinh,Huyện,Hương Sơn,Huong Son,112426,55411,57015,14041,6926,7115,98385,48485,49900
440,Hà Tĩnh,Ha Tinh,Huyện,Đức Thọ,Duc Tho,101562,49464,52098,7590,3658,3932,93972,45806,48166
441,Hà Tĩnh,Ha Tinh,Huyện,Vũ Quang,Vu Quang,28544,14323,14221,3835,1985,1850,24709,12338,12371
442,Hà Tĩnh,Ha Tinh,Huyện,Nghi Xuân,Nghi Xuan,102160,50120,52040,13999,6818,7181,88161,43302,44859
443,Hà Tĩnh,Ha Tinh,Huyện,Can Lộc,Can Loc,129098,63810,65288,19294,9484,9810,109804,54326,55478
444,Hà Tĩnh,Ha Tinh,Huyện,Hương Khê,Huong Khe,99307,49318,49989,11435,5650,5785,87872,43668,44204
445,Hà Tĩnh,Ha Tinh,Huyện,Thạch Hà,Thach Ha,140213,69973,70240,10538,5130,5408,129675,64843,64832
446,Hà Tĩnh,Ha Tinh,Huyện,Cẩm Xuyên,Cam Xuyen,149313,74982,74331,14087,7031,7056,135226,67951,67275
447,Hà Tĩnh,Ha Tinh,Huyện,Kỳ Anh,Ky Anh,121662,61419,60243,0,0,0,121662,61419,60243
448,Hà Tĩnh,Ha Tinh,Huyện,Lộc Hà,Loc Ha,79178,38675,40503,0,0,0,79178,38675,40503
449,Hà Tĩnh,Ha Tinh,Thị xã,Kỳ Anh,Ky Anh,82955,43249,39706,49654,26562,23092,33301,16687,16614
288,Hải Dương,Hai Duong,Thành phố,Hải Dương,Hai Duong,241373,118545,122828,215593,105733,109860,25780,12812,12968
290,Hải Dương,Hai Duong,Thành phố,Chí Linh,Chi Linh,171879,86458,85421,142851,71753,71098,29028,14705,14323
291,Hải Dương,Hai Duong,Huyện,Nam Sách,Nam Sach,126325,62681,63644,11931,5908,6023,114394,56773,57621
292,Hải Dương,Hai Duong,Huyện,Kinh Môn,Kinh Mon,172541,86904,85637,32713,16446,16267,139828,70458,69370
293,Hải Dương,Hai Duong,Huyện,Kim Thành,Kim Thanh,136150,67606,68544,6216,3077,3139,129934,64529,65405
294,Hải Dương,Hai Duong,Huyện,Thanh Hà,Thanh Ha,164417,81805,82612,8368,4111,4257,156049,77694,78355
295,Hải Dương,Hai Duong,Huyện,Cẩm Giàng,Cam Giang,147810,72905,74905,16630,8241,8389,131180,64664,66516
296,Hải Dương,Hai Duong,Huyện,Bình Giang,Binh Giang,119229,59779,59450,4985,2505,2480,114244,57274,56970
